source,prediction_id,family,predicate,compatibility_monotone,compatibility_endpoint_change
sgfn,sgfn_official_full_l160:official_test:75c25975-9ca2-2844-9769-84677f46d4cf:4:38:39:close by,proximity,close by,True,-0.23674113615309836
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:1:15:48:close by,proximity,close by,True,-0.15139733237546393
vlsat,vlsat_closed_set:full_official_validation:4731976c-f9f7-2a1a-95cc-31c4d1751d0b:1:57:18:close by,proximity,close by,True,-0.7215353245505658
vlsat,vlsat_closed_set:full_official_validation:0cac7582-8d6f-2d13-8d4b-e4041cb166c4:2:13:14:close by,proximity,close by,True,-0.6119160589657892
open3dsg,open3dsg_ov:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad_3:18:4:close by,proximity,close by,True,-0.7314512952297532
vlsat,vlsat_closed_set:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad:7:73:104:close by,proximity,close by,True,-0.14056207930044917
open3dsg,open3dsg_ov:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801_6:73:68:close by,proximity,close by,True,-0.31493165843903537
vlsat,vlsat_closed_set:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a:1:25:61:close by,proximity,close by,True,-0.18269062676904113
open3dsg,open3dsg_ov:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545_4:48:10:close by,proximity,close by,True,-0.35398767807462866
vlsat,vlsat_closed_set:full_official_validation:5341b7e3-8a66-2cdd-8709-66a2159f0017:3:17:24:close by,proximity,close by,True,-0.009858418067721413
open3dsg,open3dsg_ov:full_official_validation:9766cbf5-6321-2e2f-8131-78c4e204635d_1:13:15:close by,proximity,close by,True,-0.4394798161665056
open3dsg,open3dsg_ov:full_official_validation:1d2f850c-d757-207c-8fba-60b90a7d4691_1:4:13:close by,proximity,close by,True,-0.287521647078802
sgfn,sgfn_official_full_l160:official_test:ab835fae-54c6-29a1-995e-b06cfc555786:1:12:32:close by,proximity,close by,True,-0.44835110722845783
sgfn,sgfn_official_full_l160:official_test:422885b3-192d-25fc-84c9-9b80eea1752d:1:16:2:close by,proximity,close by,True,-0.41804281596918513
vlsat,vlsat_closed_set:full_official_validation:6bde6083-9162-246f-8c9c-e170212059b2:1:12:14:close by,proximity,close by,True,-0.5429221914970366
open3dsg,open3dsg_ov:full_official_validation:6e67e55f-1209-2cd0-8194-8c6278434c80_1:16:12:close by,proximity,close by,True,-0.3248102716093655
sgfn,sgfn_official_full_l160:official_test:e61b0e02-bada-2f31-82d0-80fc5c70bd6f:3:9:11:close by,proximity,close by,True,-0.0854922855896249
open3dsg,open3dsg_ov:full_official_validation:742e8f17-be0a-294e-9dd3-52492d308e2b_3:16:1:close by,proximity,close by,True,-0.4129272825438677
open3dsg,open3dsg_ov:full_official_validation:4d3d82ae-8cf4-2e04-80de-20f96c814d9c_1:3:23:close by,proximity,close by,True,-0.591495918181282
vlsat,vlsat_closed_set:full_official_validation:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:1:13:450:close by,proximity,close by,True,-0.12289902068352831
vlsat,vlsat_closed_set:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:1:36:6:close by,proximity,close by,True,-0.4727345849591583
open3dsg,open3dsg_ov:full_official_validation:c2d99341-1947-2fbf-817a-5aa9b44f724f_2:2:6:close by,proximity,close by,True,-0.5487164103309297
vlsat,vlsat_closed_set:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545:2:16:38:close by,proximity,close by,True,-0.0005885037666977949
vlsat,vlsat_closed_set:full_official_validation:4d3d82ae-8cf4-2e04-80de-20f96c814d9c:2:4:2:close by,proximity,close by,True,-0.4349856032859032
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:2:45:24:close by,proximity,close by,True,-0.4622198637127317
sgfn,sgfn_official_full_l160:official_test:bf9a3dd9-45a5-2e80-817c-f918e193231b:1:37:23:close by,proximity,close by,True,-0.395351469241376
sgfn,sgfn_official_full_l160:official_test:ddc73797-765b-241a-9e2c-097c5989baf6:2:6:8:close by,proximity,close by,True,-0.3609734282140675
vlsat,vlsat_closed_set:full_official_validation:ddc73799-765b-241a-9c30-f75dcb7627d4:1:401:34:close by,proximity,close by,True,-0.46387421548614727
open3dsg,open3dsg_ov:full_official_validation:ddc7379b-765b-241a-9f45-c37e41608726_1:1:34:close by,proximity,close by,True,-0.6491219311357495
sgfn,sgfn_official_full_l160:official_test:10b17944-3938-2467-8bac-5552375e4467:2:19:24:close by,proximity,close by,True,-0.17212448718415863
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddd-45a5-2e80-80bc-647365c7ca08_3:1:11:close by,proximity,close by,True,-0.6472429761143985
open3dsg,open3dsg_ov:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e_1:1:32:close by,proximity,close by,True,-0.5131330394903177
sgfn,sgfn_official_full_l160:official_test:10b1792a-3938-2467-8b4e-a93da27a0985:4:31:21:close by,proximity,close by,True,-0.08177518434427744
vlsat,vlsat_closed_set:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad:1:14:16:close by,proximity,close by,True,-0.5037837858664409
sgfn,sgfn_official_full_l160:official_test:5341b7e3-8a66-2cdd-8709-66a2159f0017:2:2:10:close by,proximity,close by,True,-0.47397455018335893
open3dsg,open3dsg_ov:full_official_validation:4fbad31e-465b-2a5d-84b7-c0ddea978db4_2:45:29:close by,proximity,close by,True,-0.002985237768402856
vlsat,vlsat_closed_set:full_official_validation:a0905fd9-66f7-2272-9dfb-0483fdcc54c7:5:89:90:close by,proximity,close by,True,-0.1271846099317132
open3dsg,open3dsg_ov:full_official_validation:b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_2:1:9:close by,proximity,close by,True,-0.49961624725740117
vlsat,vlsat_closed_set:full_official_validation:6e67e55f-1209-2cd0-8194-8c6278434c80:1:16:6:close by,proximity,close by,True,-0.5483170898653611
vlsat,vlsat_closed_set:full_official_validation:4d3d82b0-8cf4-2e04-80a8-c955ea964c2f:1:13:12:close by,proximity,close by,True,-0.41554840375974333
vlsat,vlsat_closed_set:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6:3:2:3:close by,proximity,close by,True,-0.3432459677797012
vlsat,vlsat_closed_set:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885:3:2:1:close by,proximity,close by,True,-0.5282351375049308
vlsat,vlsat_closed_set:full_official_validation:321c8680-a5a8-2a84-85c2-816a26d59516:1:6:5:close by,proximity,close by,True,-0.5897910473415674
sgfn,sgfn_official_full_l160:official_test:4238490a-60a7-271e-9c04-3846221dc354:1:26:25:close by,proximity,close by,True,-0.16472872245096415
vlsat,vlsat_closed_set:full_official_validation:20c993b7-698f-29c5-847d-c8cb8a685f5a:2:1:3:close by,proximity,close by,True,-0.32480058215842744
sgfn,sgfn_official_full_l160:official_test:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:1:450:480:close by,proximity,close by,True,-0.3810820806685461
vlsat,vlsat_closed_set:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a:3:47:28:close by,proximity,close by,True,-0.384748169301499
vlsat,vlsat_closed_set:full_official_validation:422885c5-192d-25fc-85e6-12a3d65c8e7b:1:15:10:close by,proximity,close by,True,-0.3470231289987915
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddd-45a5-2e80-80bc-647365c7ca08_3:11:31:close by,proximity,close by,True,-0.07740138258618179
vlsat,vlsat_closed_set:full_official_validation:a0905fd9-66f7-2272-9dfb-0483fdcc54c7:1:47:9:close by,proximity,close by,True,-0.5608866151666019
open3dsg,open3dsg_ov:full_official_validation:fcf66d7b-622d-291c-86b8-7db96aebcee3_1:22:9:close by,proximity,close by,True,-0.39927371684761226
open3dsg,open3dsg_ov:full_official_validation:1d234022-e280-2b1a-8cec-e9787bb0d7b2_2:12:7:close by,proximity,close by,True,-0.5752535452912605
vlsat,vlsat_closed_set:full_official_validation:e61b0e02-bada-2f31-82d0-80fc5c70bd6f:4:12:48:close by,proximity,close by,True,-0.500215498905616
vlsat,vlsat_closed_set:full_official_validation:4138582f-a238-2435-8332-6902542c2823:2:4:5:close by,proximity,close by,True,-0.45989444921403366
vlsat,vlsat_closed_set:full_official_validation:5341b7b3-8a66-2cdd-856d-9d70e194568b:2:31:5:close by,proximity,close by,True,-0.4877437791497622
vlsat,vlsat_closed_set:full_official_validation:a0905fd9-66f7-2272-9dfb-0483fdcc54c7:5:90:89:close by,proximity,close by,True,-0.1271846099317132
vlsat,vlsat_closed_set:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:2:24:11:close by,proximity,close by,True,-0.3997383604459095
vlsat,vlsat_closed_set:full_official_validation:10b17963-3938-2467-8a48-0d4af350ce92:2:15:11:close by,proximity,close by,True,-0.36665083473444793
open3dsg,open3dsg_ov:full_official_validation:bf9a3dd9-45a5-2e80-817c-f918e193231b_4:31:13:close by,proximity,close by,True,-0.32583133154833976
open3dsg,open3dsg_ov:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad_4:57:11:close by,proximity,close by,True,-4.52274542761615e-05
open3dsg,open3dsg_ov:full_official_validation:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8_4:36:11:close by,proximity,close by,True,-0.01725267312683903
vlsat,vlsat_closed_set:full_official_validation:bf9a3d9e-45a5-2e80-83c6-4e427c5586a2:1:17:19:close by,proximity,close by,True,-0.4217175093775538
vlsat,vlsat_closed_set:full_official_validation:c7895f2b-339c-2d13-8248-b0507e050314:3:14:33:close by,proximity,close by,True,-0.2385834441647523
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddf-45a5-2e80-8007-8e9e7f323e52_1:37:1:close by,proximity,close by,True,-0.5057303933161618
vlsat,vlsat_closed_set:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:2:11:8:close by,proximity,close by,True,-0.5790662376862277
open3dsg,open3dsg_ov:full_official_validation:7272e16c-a01b-20f6-8961-a0927b4a7629_1:8:17:close by,proximity,close by,True,-0.10382643446560454
open3dsg,open3dsg_ov:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7_5:15:16:close by,proximity,close by,True,-0.10119073442150261
sgfn,sgfn_official_full_l160:official_test:c7895f7a-339c-2d13-82ac-09ef1c9001ba:4:2:6:close by,proximity,close by,True,-0.20707646677603364
open3dsg,open3dsg_ov:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1_6:6:1:close by,proximity,close by,True,-0.508571863383505
vlsat,vlsat_closed_set:full_official_validation:cdcaf5bd-ddd8-2ed6-97c3-489e105e4dde:3:33:3:close by,proximity,close by,True,-0.4730716510592393
vlsat,vlsat_closed_set:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545:3:46:63:close by,proximity,close by,True,-0.30213441361348914
sgfn,sgfn_official_full_l160:official_test:bf9a3ddd-45a5-2e80-80bc-647365c7ca08:2:12:8:close by,proximity,close by,True,-0.7133229666396812
open3dsg,open3dsg_ov:full_official_validation:c7895f78-339c-2d13-82bb-cc990cbbc90f_3:13:27:close by,proximity,close by,True,-0.7096321719747685
open3dsg,open3dsg_ov:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140_4:16:54:close by,proximity,close by,True,-0.4435247165583041
open3dsg,open3dsg_ov:full_official_validation:f2c76fe7-2239-29d0-84f5-144c30fd7451_1:25:37:close by,proximity,close by,True,-0.6293259294058535
sgfn,sgfn_official_full_l160:official_test:5630cfd1-12bf-2860-86b2-e7a96bc32c19:3:17:5:close by,proximity,close by,True,-0.5553455566219744
open3dsg,open3dsg_ov:full_official_validation:0988ea72-eb32-2e61-8344-99e2283c2728_1:47:23:close by,proximity,close by,True,-0.3403549245932669
vlsat,vlsat_closed_set:full_official_validation:4d3d82b0-8cf4-2e04-80a8-c955ea964c2f:2:22:21:close by,proximity,close by,True,-0.8332127214441556
sgfn,sgfn_official_full_l160:official_test:1d234022-e280-2b1a-8cec-e9787bb0d7b2:1:22:23:close by,proximity,close by,True,-0.4872230065043117
open3dsg,open3dsg_ov:full_official_validation:6bde607b-9162-246f-8e65-76e3ef265504_1:15:12:close by,proximity,close by,True,-0.639654354407096
open3dsg,open3dsg_ov:full_official_validation:10b1792e-3938-2467-8bb3-172148ae5a67_1:5:19:close by,proximity,close by,True,-0.3876923383182158
sgfn,sgfn_official_full_l160:official_test:c2d99341-1947-2fbf-817a-5aa9b44f724f:2:12:9:close by,proximity,close by,True,-0.6641379453347789
sgfn,sgfn_official_full_l160:official_test:bf9a3d9e-45a5-2e80-83c6-4e427c5586a2:3:14:23:close by,proximity,close by,True,-0.7765928420519903
open3dsg,open3dsg_ov:full_official_validation:a0905fd9-66f7-2272-9dfb-0483fdcc54c7_9:18:1:close by,proximity,close by,True,-0.8005141386183006
vlsat,vlsat_closed_set:full_official_validation:1d234024-e280-2b1a-8c28-2743fefed020:2:14:24:close by,proximity,close by,True,-0.5093977349344276
vlsat,vlsat_closed_set:full_official_validation:ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64:2:32:31:close by,proximity,close by,True,-0.19023586029307715
open3dsg,open3dsg_ov:full_official_validation:4138585b-a238-2435-810b-9728fc989b2f_2:16:8:close by,proximity,close by,True,-0.1272678711259958
sgfn,sgfn_official_full_l160:official_test:4fbad31e-465b-2a5d-84b7-c0ddea978db4:4:46:41:close by,proximity,close by,True,-0.35108851957618414
open3dsg,open3dsg_ov:full_official_validation:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1_3:23:24:close by,proximity,close by,True,-0.3837208579881196
vlsat,vlsat_closed_set:full_official_validation:0cac7534-8d6f-2d13-8de7-8a915ed90050:1:43:20:close by,proximity,close by,True,-0.8434671212909742
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:7:27:4:close by,proximity,close by,True,-0.4660741298085399
open3dsg,open3dsg_ov:full_official_validation:1d233fe8-e280-2b1a-8fac-c3646a1cd64a_2:2:11:close by,proximity,close by,True,-0.46277913302745644
vlsat,vlsat_closed_set:full_official_validation:6bde6081-9162-246f-8c4e-ffaf709d17b1:1:7:14:close by,proximity,close by,True,-0.5424610184008934
sgfn,sgfn_official_full_l160:official_test:ab835faa-54c6-29a1-9b55-1a5217fcba19:1:3:4:close by,proximity,close by,True,-0.48088297756443055
vlsat,vlsat_closed_set:full_official_validation:cdcaf5bd-ddd8-2ed6-97c3-489e105e4dde:3:23:100:close by,proximity,close by,True,-0.3283718206718079
vlsat,vlsat_closed_set:full_official_validation:38770ca5-86d7-27b8-871c-57fdbfe87905:3:32:24:close by,proximity,close by,True,-0.38237132083151343
sgfn,sgfn_official_full_l160:official_test:38770ca3-86d7-27b8-85a7-7d840ffdec6a:1:24:61:close by,proximity,close by,True,-0.3608964542470089
open3dsg,open3dsg_ov:full_official_validation:8eabc455-5af7-2f32-8606-a0bdbe6c537d_4:8:9:close by,proximity,close by,True,-0.19797097508723027
vlsat,vlsat_closed_set:full_official_validation:f2c76ff1-2239-29d0-87f5-8a0346584384:2:20:22:close by,proximity,close by,True,-0.5528713758008059
vlsat,vlsat_closed_set:full_official_validation:4fbad32f-465b-2a5d-8408-146ab1d72808:4:65:39:close by,proximity,close by,True,-0.00950412970721685
vlsat,vlsat_closed_set:full_official_validation:742e8f19-be0a-294e-9eb6-50dc474b110e:1:19:6:close by,proximity,close by,True,-0.6039536036673481
open3dsg,open3dsg_ov:full_official_validation:4a9a43d2-7736-2874-874d-d0fad0570e19_7:18:55:close by,proximity,close by,True,-0.49533938137431255
vlsat,vlsat_closed_set:full_official_validation:e61b0e04-bada-2f31-82d6-72831a602ba7:5:59:31:close by,proximity,close by,True,-0.20692187158502373
sgfn,sgfn_official_full_l160:official_test:6bde6083-9162-246f-8c9c-e170212059b2:2:6:16:close by,proximity,close by,True,-0.43213771257568756
sgfn,sgfn_official_full_l160:official_test:f2c76ff1-2239-29d0-87f5-8a0346584384:1:37:36:close by,proximity,close by,True,-0.08965214465220772
vlsat,vlsat_closed_set:full_official_validation:ab835faa-54c6-29a1-9b55-1a5217fcba19:2:25:14:close by,proximity,close by,True,-0.5357475978803647
sgfn,sgfn_official_full_l160:official_test:095821f9-e2c2-2de1-9707-8f735cd1c148:1:2:4:close by,proximity,close by,True,-0.24167443412634837
sgfn,sgfn_official_full_l160:official_test:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:6:23:21:close by,proximity,close by,True,-0.4810578500456792
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:8:25:67:close by,proximity,close by,True,-0.4235479638890464
sgfn,sgfn_official_full_l160:official_test:321c8680-a5a8-2a84-85c2-816a26d59516:3:14:15:close by,proximity,close by,True,-0.04584780203045491
vlsat,vlsat_closed_set:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e:5:29:22:close by,proximity,close by,True,-0.44601666911751303
sgfn,sgfn_official_full_l160:official_test:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6:1:7:10:close by,proximity,close by,True,-0.45725232294485146
vlsat,vlsat_closed_set:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad:4:57:31:close by,proximity,close by,True,-0.14210272601837415
open3dsg,open3dsg_ov:full_official_validation:ab835faa-54c6-29a1-9b55-1a5217fcba19_3:1:31:close by,proximity,close by,True,-0.5405305688096673
sgfn,sgfn_official_full_l160:official_test:4a9a43d2-7736-2874-874d-d0fad0570e19:2:50:49:close by,proximity,close by,True,-0.15643896294814397
open3dsg,open3dsg_ov:full_official_validation:4a9a43d4-7736-2874-87a6-0c3089281af8_3:46:18:close by,proximity,close by,True,-0.07120732024005208
sgfn,sgfn_official_full_l160:official_test:4fbad331-465b-2a5d-8488-852fcda9513c:4:1:16:close by,proximity,close by,True,-0.15325572030805878
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:2:56:20:close by,proximity,close by,True,-0.16050234298899646
vlsat,vlsat_closed_set:full_official_validation:10b17940-3938-2467-8a7a-958300ba83d3:1:15:13:close by,proximity,close by,True,-0.1235871920802073
sgfn,sgfn_official_full_l160:official_test:5630cfcf-12bf-2860-8784-83d28a611a83:1:16:5:close by,proximity,close by,True,-0.45527180335765083
vlsat,vlsat_closed_set:full_official_validation:10b1793e-3938-2467-8b92-f56541e7ef9e:2:13:9:close by,proximity,close by,True,-0.12324551241338241
sgfn,sgfn_official_full_l160:official_test:a0905fdb-66f7-2272-9fc5-7c0008d5e87b:4:54:52:close by,proximity,close by,True,-0.6672642732538425
sgfn,sgfn_official_full_l160:official_test:0cac761b-8d6f-2d13-8f16-23a7d73c54fe:1:8:15:close by,proximity,close by,True,-0.3810877020542467
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:5:31:68:close by,proximity,close by,True,-0.1191280693258151
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_2:3:14:close by,proximity,close by,True,-0.4958339375298911
open3dsg,open3dsg_ov:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135_2:2:1:close by,proximity,close by,True,-0.4725441563143703
vlsat,vlsat_closed_set:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135:6:50:53:close by,proximity,close by,True,-0.4010153864646297
open3dsg,open3dsg_ov:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545_1:1:36:close by,proximity,close by,True,-0.5030974126598011
open3dsg,open3dsg_ov:full_official_validation:6bde607b-9162-246f-8e65-76e3ef265504_2:17:3:close by,proximity,close by,True,-0.6475807693291392
vlsat,vlsat_closed_set:full_official_validation:ddc73797-765b-241a-9e2c-097c5989baf6:6:33:21:close by,proximity,close by,True,-0.45495513935157106
open3dsg,open3dsg_ov:full_official_validation:c92fb5b5-f771-2064-8570-dbe16cb33764_2:4:11:close by,proximity,close by,True,-0.19515060286678637
open3dsg,open3dsg_ov:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545_3:18:46:close by,proximity,close by,True,-0.35974894387008854
open3dsg,open3dsg_ov:full_official_validation:41385849-a238-2435-81d0-ceb0eba4541a_4:85:80:close by,proximity,close by,True,-0.029981580789185693
open3dsg,open3dsg_ov:full_official_validation:bf9a3d9e-45a5-2e80-83c6-4e427c5586a2_1:17:12:close by,proximity,close by,True,-0.3685484904777188
vlsat,vlsat_closed_set:full_official_validation:f2c76fe7-2239-29d0-84f5-144c30fd7451:1:2:37:close by,proximity,close by,True,-0.26294687638022773
open3dsg,open3dsg_ov:full_official_validation:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc_5:32:1:close by,proximity,close by,True,-0.673148871908059
open3dsg,open3dsg_ov:full_official_validation:f2c76fed-2239-29d0-8598-9ed42cec9dc5_1:1:43:close by,proximity,close by,True,-0.9013507714397446
vlsat,vlsat_closed_set:full_official_validation:4fbad32f-465b-2a5d-8408-146ab1d72808:2:43:37:close by,proximity,close by,True,-0.2667616650614961
open3dsg,open3dsg_ov:full_official_validation:0cac7534-8d6f-2d13-8de7-8a915ed90050_2:33:7:close by,proximity,close by,True,-0.01287969450461549
vlsat,vlsat_closed_set:full_official_validation:ddc73797-765b-241a-9e2c-097c5989baf6:1:59:505:close by,proximity,close by,True,-0.522845910085682
vlsat,vlsat_closed_set:full_official_validation:10b1794e-3938-2467-89a7-ebc89e84cf88:3:8:18:close by,proximity,close by,True,-0.3466243911795418
open3dsg,open3dsg_ov:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015_1:22:14:close by,proximity,close by,True,-0.6371261539325231
open3dsg,open3dsg_ov:full_official_validation:5341b79f-8a66-2cdd-84d5-6dba6525dd75_2:6:19:close by,proximity,close by,True,-0.011341191030864275
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_1:4:26:close by,proximity,close by,True,-0.35604612952967174
open3dsg,open3dsg_ov:full_official_validation:9766cbf5-6321-2e2f-8131-78c4e204635d_1:1:15:close by,proximity,close by,True,-0.49394250327918865
sgfn,sgfn_official_full_l160:official_test:742e8f19-be0a-294e-9eb6-50dc474b110e:3:30:29:close by,proximity,close by,True,-0.17291155050764728
vlsat,vlsat_closed_set:full_official_validation:bf9a3da2-45a5-2e80-8219-1f0a216399fe:1:9:27:close by,proximity,close by,True,-0.35254567796786773
vlsat,vlsat_closed_set:full_official_validation:9766cbf7-6321-2e2f-81e1-2b46533c64dd:1:17:18:close by,proximity,close by,True,-0.4196759077496631
sgfn,sgfn_official_full_l160:official_test:5341b7b3-8a66-2cdd-856d-9d70e194568b:3:20:49:higher than,relative_vertical,higher than,True,3.787551099865283e-05
sgfn,sgfn_official_full_l160:official_test:4d3d82ae-8cf4-2e04-80de-20f96c814d9c:2:4:2:lower than,relative_vertical,lower than,True,2.5287859921285794e-05
open3dsg,open3dsg_ov:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135_5:1:59:higher than,relative_vertical,higher than,True,0.012885298054993832
sgfn,sgfn_official_full_l160:official_test:38770ca3-86d7-27b8-85a7-7d840ffdec6a:7:76:65:lower than,relative_vertical,lower than,True,6.181943845717797e-12
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:4:33:50:lower than,relative_vertical,lower than,True,0.00024125204573277603
open3dsg,open3dsg_ov:full_official_validation:4fbad331-465b-2a5d-8488-852fcda9513c_1:1:10:higher than,relative_vertical,higher than,True,0.97614071220159
open3dsg,open3dsg_ov:full_official_validation:e61b0e02-bada-2f31-82d0-80fc5c70bd6f_7:43:39:higher than,relative_vertical,higher than,True,2.9063022877195976e-08
open3dsg,open3dsg_ov:full_official_validation:c7895f7a-339c-2d13-82ac-09ef1c9001ba_4:1:2:lower than,relative_vertical,lower than,True,2.7601636309881883e-08
sgfn,sgfn_official_full_l160:official_test:4fbad331-465b-2a5d-8488-852fcda9513c:2:43:36:higher than,relative_vertical,higher than,True,0.1604180321782528
vlsat,vlsat_closed_set:full_official_validation:7272e17c-a01b-20f6-8b2f-e659331ae41a:1:35:34:higher than,relative_vertical,higher than,True,5.539487757388883e-10
vlsat,vlsat_closed_set:full_official_validation:2451c048-fae8-24f6-9043-f1604dbada2c:1:52:100:lower than,relative_vertical,lower than,True,0.00022043996069376348
vlsat,vlsat_closed_set:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6:2:23:12:higher than,relative_vertical,higher than,True,8.760436820409723e-12
open3dsg,open3dsg_ov:full_official_validation:4a9a43d2-7736-2874-874d-d0fad0570e19_2:1:47:higher than,relative_vertical,higher than,True,0.3791529394727966
open3dsg,open3dsg_ov:full_official_validation:e61b0e02-bada-2f31-82d0-80fc5c70bd6f_5:27:18:higher than,relative_vertical,higher than,True,0.9998922701713677
sgfn,sgfn_official_full_l160:official_test:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc:3:39:49:higher than,relative_vertical,higher than,True,0.0
sgfn,sgfn_official_full_l160:official_test:d7dc987e-a34a-2794-85c8-f75389b27532:1:23:12:lower than,relative_vertical,lower than,True,7.657185983500625e-05
vlsat,vlsat_closed_set:full_official_validation:10b17944-3938-2467-8bac-5552375e4467:1:11:22:higher than,relative_vertical,higher than,True,1.1782593112297235e-07
vlsat,vlsat_closed_set:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad:4:107:19:higher than,relative_vertical,higher than,True,3.33537353935931e-06
open3dsg,open3dsg_ov:full_official_validation:6bde6081-9162-246f-8c4e-ffaf709d17b1_2:3:5:lower than,relative_vertical,lower than,True,0.0074124582298396025
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:6:70:23:higher than,relative_vertical,higher than,True,3.938160908489863e-11
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:8:101:24:lower than,relative_vertical,lower than,True,9.289562086234326e-08
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:5:27:5:lower than,relative_vertical,lower than,True,1.525697197468645e-07
open3dsg,open3dsg_ov:full_official_validation:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6_1:2:17:higher than,relative_vertical,higher than,True,2.2421204515232773e-07
vlsat,vlsat_closed_set:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885:2:22:47:higher than,relative_vertical,higher than,True,1.918052436877815e-07
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_1:25:24:lower than,relative_vertical,lower than,True,5.5590734127086705e-08
vlsat,vlsat_closed_set:full_official_validation:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:1:40:25:higher than,relative_vertical,higher than,True,0.0
sgfn,sgfn_official_full_l160:official_test:8eabc461-5af7-2f32-8663-ce5a10fd97b3:3:53:49:lower than,relative_vertical,lower than,True,0.0027538458214966255
open3dsg,open3dsg_ov:full_official_validation:1d233fe8-e280-2b1a-8fac-c3646a1cd64a_2:22:13:lower than,relative_vertical,lower than,True,1.5824008769982356e-11
sgfn,sgfn_official_full_l160:official_test:2451c048-fae8-24f6-9043-f1604dbada2c:3:55:54:lower than,relative_vertical,lower than,True,0.00013632210928438138
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:9:48:54:higher than,relative_vertical,higher than,True,4.6241754869669194e-10
sgfn,sgfn_official_full_l160:official_test:0cac7534-8d6f-2d13-8de7-8a915ed90050:1:30:43:higher than,relative_vertical,higher than,True,0.00020106642151329623
sgfn,sgfn_official_full_l160:official_test:bf9a3ddd-45a5-2e80-80bc-647365c7ca08:1:21:22:higher than,relative_vertical,higher than,True,0.0007859182342140336
