source,prediction_id,family,predicate,point_monotone,mesh_monotone,compatibility_monotone,point_endpoint_change,mesh_endpoint_change,compatibility_endpoint_change
open3dsg,open3dsg_ov:full_official_validation:6bde607b-9162-246f-8e65-76e3ef265504_2:17:3:close by,proximity,close by,True,True,True,1.8196586279229854,1.6742266266463708,-0.9579934419061212
vlsat,vlsat_closed_set:full_official_validation:ddc73797-765b-241a-9e2c-097c5989baf6:6:33:21:close by,proximity,close by,True,True,True,1.9427907808297882,1.9015070084893395,-0.8416676469015644
open3dsg,open3dsg_ov:full_official_validation:c92fb5b5-f771-2064-8570-dbe16cb33764_2:4:11:close by,proximity,close by,True,True,True,1.821246464897298,1.7375112425722579,-0.1578349872682653
open3dsg,open3dsg_ov:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545_3:18:46:close by,proximity,close by,True,True,True,1.9661952787268162,1.9307448574695494,-0.5229591094376569
open3dsg,open3dsg_ov:full_official_validation:41385849-a238-2435-81d0-ceb0eba4541a_4:85:80:close by,proximity,close by,True,True,True,1.9979572394904688,1.9996215751238475,-0.018935392135162772
open3dsg,open3dsg_ov:full_official_validation:bf9a3d9e-45a5-2e80-83c6-4e427c5586a2_1:17:12:close by,proximity,close by,True,True,True,1.9935946988147024,1.9829889509722487,-0.47195271554038476
vlsat,vlsat_closed_set:full_official_validation:f2c76fe7-2239-29d0-84f5-144c30fd7451:1:2:37:close by,proximity,close by,True,True,True,1.853998234706775,1.075926642800062,-0.14253645938497572
open3dsg,open3dsg_ov:full_official_validation:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc_5:32:1:close by,proximity,close by,True,True,True,1.9456778465261557,1.7802959848771116,-0.9982298177660625
open3dsg,open3dsg_ov:full_official_validation:f2c76fed-2239-29d0-8598-9ed42cec9dc5_1:1:43:close by,proximity,close by,True,True,True,1.5827224386439127,1.528850699512331,-0.9626100754545102
vlsat,vlsat_closed_set:full_official_validation:4fbad32f-465b-2a5d-8408-146ab1d72808:2:43:37:close by,proximity,close by,True,True,True,1.790537292066821,1.7136603241883281,-0.17521544434570502
open3dsg,open3dsg_ov:full_official_validation:0cac7534-8d6f-2d13-8de7-8a915ed90050_2:33:7:close by,proximity,close by,True,True,True,1.9921534320563232,1.9965956689340354,-0.001142771974387305
vlsat,vlsat_closed_set:full_official_validation:ddc73797-765b-241a-9e2c-097c5989baf6:1:59:505:close by,proximity,close by,True,True,True,1.8052215501213005,1.790645013266673,-0.3264066870775858
vlsat,vlsat_closed_set:full_official_validation:10b1794e-3938-2467-89a7-ebc89e84cf88:3:8:18:close by,proximity,close by,True,True,True,1.1158876774732218,0.7972670609854196,-0.2716729604454251
open3dsg,open3dsg_ov:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015_1:22:14:close by,proximity,close by,True,True,True,1.8065148730313971,1.6684904684089823,-0.9642388017613821
open3dsg,open3dsg_ov:full_official_validation:5341b79f-8a66-2cdd-84d5-6dba6525dd75_2:6:19:close by,proximity,close by,True,True,True,1.9087413986027193,1.8882566639337437,-0.009864876833237361
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_1:4:26:close by,proximity,close by,True,True,True,1.8694834256868238,1.7908531459363133,-0.6008256654183615
open3dsg,open3dsg_ov:full_official_validation:9766cbf5-6321-2e2f-8131-78c4e204635d_1:1:15:close by,proximity,close by,True,True,True,1.6802056900134446,1.588500498604993,-0.9561899616990104
sgfn,sgfn_official_full_l160:official_test:742e8f19-be0a-294e-9eb6-50dc474b110e:3:30:29:close by,proximity,close by,True,True,True,1.8237999737200912,1.949359094004934,-0.2940787026221431
vlsat,vlsat_closed_set:full_official_validation:bf9a3da2-45a5-2e80-8219-1f0a216399fe:1:9:27:close by,proximity,close by,True,True,True,0.8656383312238146,0.8491105321857725,-0.09334449276720624
vlsat,vlsat_closed_set:full_official_validation:9766cbf7-6321-2e2f-81e1-2b46533c64dd:1:17:18:close by,proximity,close by,True,True,True,1.482342905848976,1.2464004273586176,-0.47008626019479227
sgfn,sgfn_official_full_l160:official_test:5341b7b3-8a66-2cdd-856d-9d70e194568b:3:20:49:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.06351157271711294
sgfn,sgfn_official_full_l160:official_test:4d3d82ae-8cf4-2e04-80de-20f96c814d9c:2:4:2:lower than,relative_vertical,lower than,True,True,True,2.0,1.9999999999999998,0.013826036352059035
open3dsg,open3dsg_ov:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135_5:1:59:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.2576619754548104
sgfn,sgfn_official_full_l160:official_test:38770ca3-86d7-27b8-85a7-7d840ffdec6a:7:76:65:lower than,relative_vertical,lower than,True,True,True,2.0,2.0000000000000004,6.05945856013701e-05
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:4:33:50:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.018457556050455848
open3dsg,open3dsg_ov:full_official_validation:4fbad331-465b-2a5d-8488-852fcda9513c_1:1:10:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9999924488954393
open3dsg,open3dsg_ov:full_official_validation:e61b0e02-bada-2f31-82d0-80fc5c70bd6f_7:43:39:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.004450624914690726
open3dsg,open3dsg_ov:full_official_validation:c7895f7a-339c-2d13-82ac-09ef1c9001ba_4:1:2:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0009089293163997425
sgfn,sgfn_official_full_l160:official_test:4fbad331-465b-2a5d-8488-852fcda9513c:2:43:36:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.15720510089368522
vlsat,vlsat_closed_set:full_official_validation:7272e17c-a01b-20f6-8b2f-e659331ae41a:1:35:34:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0005589636242714358
vlsat,vlsat_closed_set:full_official_validation:2451c048-fae8-24f6-9043-f1604dbada2c:1:52:100:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.05006667789756114
vlsat,vlsat_closed_set:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6:2:23:12:higher than,relative_vertical,higher than,True,True,True,1.9999999999999996,2.0,0.00013792363928921691
open3dsg,open3dsg_ov:full_official_validation:4a9a43d2-7736-2874-874d-d0fad0570e19_2:1:47:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9858946337545896
open3dsg,open3dsg_ov:full_official_validation:e61b0e02-bada-2f31-82d0-80fc5c70bd6f_5:27:18:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.07451712558288093
sgfn,sgfn_official_full_l160:official_test:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc:3:39:49:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,1.5596317226584944e-06
sgfn,sgfn_official_full_l160:official_test:d7dc987e-a34a-2794-85c8-f75389b27532:1:23:12:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.012303148646924056
vlsat,vlsat_closed_set:full_official_validation:10b17944-3938-2467-8bac-5552375e4467:1:11:22:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999996,0.0029744484505606072
vlsat,vlsat_closed_set:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad:4:107:19:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0043640534628649474
open3dsg,open3dsg_ov:full_official_validation:6bde6081-9162-246f-8c4e-ffaf709d17b1_2:3:5:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.010949240522437842
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:6:70:23:higher than,relative_vertical,higher than,True,True,True,1.9999999999999996,2.0,0.00012466939302180347
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:8:101:24:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.013845822314704104
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:5:27:5:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.0009020047373775597
open3dsg,open3dsg_ov:full_official_validation:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6_1:2:17:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.002211611757177323
vlsat,vlsat_closed_set:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885:2:22:47:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.001703672908214049
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_1:25:24:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.001839596458558912
vlsat,vlsat_closed_set:full_official_validation:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:1:40:25:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,1.463793523748258e-05
sgfn,sgfn_official_full_l160:official_test:8eabc461-5af7-2f32-8663-ce5a10fd97b3:3:53:49:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.1361376590521416
open3dsg,open3dsg_ov:full_official_validation:1d233fe8-e280-2b1a-8fac-c3646a1cd64a_2:22:13:lower than,relative_vertical,lower than,True,True,True,2.0,2.0000000000000004,0.0004984263867676697
sgfn,sgfn_official_full_l160:official_test:2451c048-fae8-24f6-9043-f1604dbada2c:3:55:54:lower than,relative_vertical,lower than,True,True,True,2.0,1.9999999999999998,0.06287931186110374
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:9:48:54:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.00020139689009401884
sgfn,sgfn_official_full_l160:official_test:0cac7534-8d6f-2d13-8de7-8a915ed90050:1:30:43:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.01385264235395689
sgfn,sgfn_official_full_l160:official_test:bf9a3ddd-45a5-2e80-80bc-647365c7ca08:1:21:22:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.040625801737091516
sgfn,sgfn_official_full_l160:official_test:4fbad32f-465b-2a5d-8408-146ab1d72808:1:26:29:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.0190570307804101
sgfn,sgfn_official_full_l160:official_test:7747a50c-9431-24e8-877d-e60c3a341cc2:5:22:53:higher than,relative_vertical,higher than,True,True,True,1.9999999999999991,2.0,3.1585158117852785e-06
open3dsg,open3dsg_ov:full_official_validation:9766cbf7-6321-2e2f-81e1-2b46533c64dd_4:26:32:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.00643073559774654
sgfn,sgfn_official_full_l160:official_test:c92fb5b5-f771-2064-8570-dbe16cb33764:3:20:21:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,1.172232014456931e-06
vlsat,vlsat_closed_set:full_official_validation:0cac761b-8d6f-2d13-8f16-23a7d73c54fe:1:15:14:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.0017322066597197372
open3dsg,open3dsg_ov:full_official_validation:c7895f7a-339c-2d13-82ac-09ef1c9001ba_2:16:28:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,1.9999999999999998,0.009874251902220688
vlsat,vlsat_closed_set:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2:4:26:18:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.8738044725268397
open3dsg,open3dsg_ov:full_official_validation:10b1792a-3938-2467-8b4e-a93da27a0985_2:1:42:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9837264039677819
open3dsg,open3dsg_ov:full_official_validation:742e8f15-be0a-294e-9ebb-6c72dbcb9662_1:1:5:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9999709093339048
sgfn,sgfn_official_full_l160:official_test:38770ca5-86d7-27b8-871c-57fdbfe87905:2:29:48:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.9996627057547611
open3dsg,open3dsg_ov:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885_3:26:2:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.0012696244619864183
sgfn,sgfn_official_full_l160:official_test:b1f23308-d255-2761-94da-981d962c6bf8:1:5:2:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.7658844740201192
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:3:18:65:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,2.8633693465174304e-06
vlsat,vlsat_closed_set:full_official_validation:10b1792a-3938-2467-8b4e-a93da27a0985:4:35:32:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.110073542969919
sgfn,sgfn_official_full_l160:official_test:422885c5-192d-25fc-85e6-12a3d65c8e7b:2:13:7:lower than,relative_vertical,lower than,True,True,True,1.9999999999999996,2.0000000000000004,0.0023564443702475124
open3dsg,open3dsg_ov:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe_4:30:62:lower than,relative_vertical,lower than,True,True,True,2.0000000000000004,2.0,0.0027570052075414075
sgfn,sgfn_official_full_l160:official_test:f2c76fe5-2239-29d0-8593-1a2555125595:3:22:28:lower than,relative_vertical,lower than,True,True,True,2.0000000000000004,2.0,0.00025935207931870874
sgfn,sgfn_official_full_l160:official_test:d04eb40f-1d53-27ea-8a41-47892bde7017:1:8:5:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.009005543115836678
vlsat,vlsat_closed_set:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015:2:11:12:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.0005023338335594651
open3dsg,open3dsg_ov:full_official_validation:b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_1:18:1:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.9999853535816707
sgfn,sgfn_official_full_l160:official_test:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:3:5:47:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.02406024718895683
vlsat,vlsat_closed_set:full_official_validation:c92fb5b7-f771-2064-87a9-31c819832405:1:13:44:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.009229122936568412
sgfn,sgfn_official_full_l160:official_test:0988ea72-eb32-2e61-8344-99e2283c2728:1:13:31:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.12363216976350022
open3dsg,open3dsg_ov:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6_1:16:1:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0008576950836753916
vlsat,vlsat_closed_set:full_official_validation:0cac7532-8d6f-2d13-8cea-1e70d5ae4856:2:13:10:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.03778504380729175
vlsat,vlsat_closed_set:full_official_validation:0cac7582-8d6f-2d13-8d4b-e4041cb166c4:3:12:6:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0005911797448976408
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:2:34:505:lower than,relative_vertical,lower than,True,True,True,1.9999999999999996,2.0000000000000004,0.0006100969216593644
open3dsg,open3dsg_ov:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e_6:1:17:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.005189117160924406
sgfn,sgfn_official_full_l160:official_test:68bae75f-3567-2f7c-829d-7422117729f3:2:20:9:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.01934192995636208
sgfn,sgfn_official_full_l160:official_test:ab835fae-54c6-29a1-995e-b06cfc555786:1:4:23:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.016142115294993986
vlsat,vlsat_closed_set:full_official_validation:c7895f27-339c-2d13-836b-c12dca280261:5:39:6:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.003525987802638131
open3dsg,open3dsg_ov:full_official_validation:8eabc461-5af7-2f32-8663-ce5a10fd97b3_3:1:48:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.014926535199643931
open3dsg,open3dsg_ov:full_official_validation:6e67e550-1209-2cd0-8294-7cc2564cf82c_1:8:11:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.011643052832173928
sgfn,sgfn_official_full_l160:official_test:75c25975-9ca2-2844-9769-84677f46d4cf:3:25:30:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.034278101222132595
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:8:61:22:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.003137260352626736
vlsat,vlsat_closed_set:full_official_validation:1d2f850c-d757-207c-8fba-60b90a7d4691:5:19:54:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,5.622094789714538e-08
open3dsg,open3dsg_ov:full_official_validation:bf9a3da2-45a5-2e80-8219-1f0a216399fe_3:22:13:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.03217670911857473
sgfn,sgfn_official_full_l160:official_test:8eabc461-5af7-2f32-8663-ce5a10fd97b3:3:65:53:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,1.9999999999999998,0.004306120989997719
sgfn,sgfn_official_full_l160:official_test:10b17963-3938-2467-8a48-0d4af350ce92:2:15:6:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.07763228245688347
vlsat,vlsat_closed_set:full_official_validation:43b8cadf-6678-2e38-9920-064144c99406:3:19:4:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.005036264863688911
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_3:20:10:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.0006746035491960178
sgfn,sgfn_official_full_l160:official_test:4d3d82b0-8cf4-2e04-80a8-c955ea964c2f:3:1:17:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,8.310179404835694e-06
sgfn,sgfn_official_full_l160:official_test:ddc73797-765b-241a-9e2c-097c5989baf6:7:22:57:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.003040101127079531
open3dsg,open3dsg_ov:full_official_validation:c7895f27-339c-2d13-836b-c12dca280261_6:5:1:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.010120730517897747
vlsat,vlsat_closed_set:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf:3:67:79:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.5567042988914976
vlsat,vlsat_closed_set:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017:2:32:38:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.022846531554454264
vlsat,vlsat_closed_set:full_official_validation:0cac7676-8d6f-2d13-8f3a-d7bf7f03e721:4:39:17:lower than,relative_vertical,lower than,True,True,True,2.0,2.0000000000000004,0.0002853546474119728
sgfn,sgfn_official_full_l160:official_test:10b17940-3938-2467-8a7a-958300ba83d3:3:22:17:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.00032399542571170947
open3dsg,open3dsg_ov:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7_2:30:8:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.0012370195431034015
vlsat,vlsat_closed_set:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885:4:16:21:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,1.9999999999999996,0.00035999826118937595
open3dsg,open3dsg_ov:full_official_validation:c7895f78-339c-2d13-82bb-cc990cbbc90f_3:13:6:lower than,relative_vertical,lower than,True,True,True,1.9999999999999996,2.0,2.1558224604811826e-05
sgfn,sgfn_official_full_l160:official_test:bcb0fe04-4f39-2c70-9f03-d0eec592de24:3:28:37:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,1.489232458906642e-06
vlsat,vlsat_closed_set:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017:1:5:9:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.06752530844074855
open3dsg,open3dsg_ov:full_official_validation:4238490a-60a7-271e-9c04-3846221dc354_1:10:8:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.002884256564407757
sgfn,sgfn_official_full_l160:official_test:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6:2:16:22:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0011481300893224633
vlsat,vlsat_closed_set:full_official_validation:a0905fdd-66f7-2272-9cdb-89360888ea67:1:64:14:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.011207158444781706
sgfn,sgfn_official_full_l160:official_test:d7d40d4c-7a5d-2b36-95c1-5f6c9147caf0:2:15:14:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.04961021178400693
open3dsg,open3dsg_ov:full_official_validation:5341b7e3-8a66-2cdd-8709-66a2159f0017_1:12:15:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.002906069374968956
open3dsg,open3dsg_ov:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017_2:30:2:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.6905064413345385
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddf-45a5-2e80-8007-8e9e7f323e52_1:6:15:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.011008370682494495
vlsat,vlsat_closed_set:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135:2:16:11:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.03709414111191511
open3dsg,open3dsg_ov:full_official_validation:6bde60cb-9162-246f-8cf5-d04f7426e56f_1:2:8:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.7696609020271575
open3dsg,open3dsg_ov:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2_2:24:19:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.0020005983542208394
open3dsg,open3dsg_ov:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce_1:1:9:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.013497138334604974
sgfn,sgfn_official_full_l160:official_test:f2c76fed-2239-29d0-8598-9ed42cec9dc5:1:8:44:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.00019035619839979923
sgfn,sgfn_official_full_l160:official_test:095821f9-e2c2-2de1-9707-8f735cd1c148:1:8:6:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.46453974581025237
vlsat,vlsat_closed_set:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e:5:24:19:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.00019257775241954267
sgfn,sgfn_official_full_l160:official_test:10b1792a-3938-2467-8b4e-a93da27a0985:5:36:25:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.40620253695232594
vlsat,vlsat_closed_set:full_official_validation:c7895f7a-339c-2d13-82ac-09ef1c9001ba:3:8:14:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.0046692325473208784
sgfn,sgfn_official_full_l160:official_test:0cac7540-8d6f-2d13-8eee-36ba2a428e3f:3:10:13:lower than,relative_vertical,lower than,True,True,True,2.0,1.9999999999999998,0.04986725878827458
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_3:8:9:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.024882410410664413
open3dsg,open3dsg_ov:full_official_validation:0cac7532-8d6f-2d13-8cea-1e70d5ae4856_1:6:20:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.007907059850536635
open3dsg,open3dsg_ov:full_official_validation:a0905fdd-66f7-2272-9cdb-89360888ea67_2:43:1:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.6402293203646061
vlsat,vlsat_closed_set:full_official_validation:20c993b7-698f-29c5-847d-c8cb8a685f5a:2:2:8:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0986745302373766
open3dsg,open3dsg_ov:full_official_validation:2451c048-fae8-24f6-9043-f1604dbada2c_1:52:53:higher than,relative_vertical,higher than,True,True,True,1.9999999999999998,2.0,0.036813196506058965
open3dsg,open3dsg_ov:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e_1:5:3:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.8895669466572458
open3dsg,open3dsg_ov:full_official_validation:c7895f78-339c-2d13-82bb-cc990cbbc90f_1:12:19:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.0073100735762265945
open3dsg,open3dsg_ov:full_official_validation:bcb0fe04-4f39-2c70-9f03-d0eec592de24_1:27:39:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,3.0148886301928357e-05
open3dsg,open3dsg_ov:full_official_validation:c7895f27-339c-2d13-836b-c12dca280261_3:1:12:lower than,relative_vertical,lower than,True,True,True,1.9999999999999998,2.0,0.013009860253436534
open3dsg,open3dsg_ov:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140_5:15:18:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0278847193676649
vlsat,vlsat_closed_set:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7:2:30:35:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.04239657467050806
sgfn,sgfn_official_full_l160:official_test:1d2f850c-d757-207c-8fba-60b90a7d4691:1:12:14:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.024342733651540494
open3dsg,open3dsg_ov:full_official_validation:6bde607d-9162-246f-8f84-98cf7ac2374c_1:4:16:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0003300479462035044
vlsat,vlsat_closed_set:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801:1:15:52:lower than,relative_vertical,lower than,True,True,True,1.9999999999999996,1.9999999999999996,0.0004941157448934419
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_5:1:78:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.021760517283723857
vlsat,vlsat_closed_set:full_official_validation:0cac7584-8d6f-2d13-8df8-c05e4307b418:2:18:60:higher than,relative_vertical,higher than,True,True,True,2.0000000000000004,2.0,9.260238342889693e-05
vlsat,vlsat_closed_set:full_official_validation:a0905fdb-66f7-2272-9fc5-7c0008d5e87b:2:6:47:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.004465014246803012
open3dsg,open3dsg_ov:full_official_validation:c2d99349-1947-2fbf-837e-a0bd5e027c52_3:24:5:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.993694216684494
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:4:11:57:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,8.199295227218073e-07
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:7:104:23:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.44685031190493507
vlsat,vlsat_closed_set:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1:2:14:55:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.770929368985241
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_1:1:26:higher than,relative_vertical,higher than,True,True,True,2.0,2.0,0.0392216890209266
sgfn,sgfn_official_full_l160:official_test:c2d99341-1947-2fbf-817a-5aa9b44f724f:1:17:16:higher than,relative_vertical,higher than,True,True,True,2.0,1.9999999999999998,0.011842112080771905
open3dsg,open3dsg_ov:full_official_validation:5341b7b3-8a66-2cdd-856d-9d70e194568b_3:16:90:lower than,relative_vertical,lower than,True,True,True,2.0,2.0,0.06262676423279356
